ID,NAME,VARL,VARW,VARX,VARY,VAR1,VAR2,VAR3,VAR4
175,"BZR-LF,E1S",704,400,,0,0,0,0,0
175,"DZ2,Q2H",680,498,,0,0,0,0,0
175,"T,S",968,350,,0,0,0,0,0
175,"QZ,",968,70,,0,0,0,0,0
175,"KZ,P6",1000,400,,0,0,0,0,0
176,"16mmZ,",288,568,,0,0,0,0,0
176,"16mmW,",1098,568,,0,0,0,0,0
176,"BFERL-UP-H,E3M",1130,700,,0,0,0,0,0
176,"BFERL-DW,E3M",1380,700,,0,0,0,0,0
176,"BFERR-UP-HL,E3M",1130,688,,0,0,0,0,0
176,"BFERL-DW-HL,E3M",1380,688,,0,0,0,0,0
176,"BAQKESHO,",500,160,,0,0,0,0,0
176,"PK,",528,147,,0,0,0,0,0
176,"TRK,",568,650,,0,0,0,0,0
176,"DAR-KE,",315,598,,0,0,0,0,0
176,"DAR-W,Q4H",1130,598,,0,0,0,0,0
176,"T,M",568,650,,0,0,0,0,0
176,"Q-T,",568,70,,0,0,0,0,0
176,"KLK,",568,650,,0,0,0,0,0
176,"KAFRZ-HL,P4",584,700,,0,0,0,0,0
176,"KAF-K,",528,468,,0,0,0,0,0
88ž,"TS,",568,650,,0,0,0,0,0
